question,label
송파구 아 미세먼지 말해줘,S-LOCATION O O O
송파 미세먼지 아 말해줘,S-LOCATION O O O
내일 서울시 송파구 미세먼지 아 말해줘,S-DATE B-LOCATION E-LOCATION O O O
모레 송파구 미세먼지 ㅎ 아,S-DATE S-LOCATION O O O
내일 서울시 광진구 미세먼지 ㅎ,S-DATE B-LOCATION E-LOCATION O O
광진구 미세먼지 ㅎ,S-LOCATION O O
모레 광진구 미세먼지 ㅎ,S-DATE S-LOCATION O O
모레 강북구 미세먼지 말해줘,S-DATE S-LOCATION O O
내일 서울시 강북구 미세먼지 ㅎ,S-DATE B-LOCATION E-LOCATION O O
모레 강북구 미세먼지 ㅎ,S-DATE S-LOCATION O O
광진구 미세먼지 말해줘,S-LOCATION O O
내일모레 광진구 미세먼지 말해줘,S-DATE S-LOCATION O O
내일 서울시 성북구 미세먼지 ㅎ,S-DATE B-LOCATION E-LOCATION O O
강북구 미세먼지 말해줘,S-LOCATION O O
9월 12일 서울 미세먼지 뭐야,B-DATE E-DATE S-LOCATION O O
8월 서울 미세먼지 ㅎ,S-DATE S-LOCATION O O
11월 9일 인천 미세먼지 ㅎ,B-DATE E-DATE S-LOCATION O O
12월 24일 양구 미세먼지 ㅎ,B-DATE E-DATE S-LOCATION O O
전주 1월 30일 미세먼지 ㅎ,S-LOCATION B-DATE E-DATE O O
파주 12월 13일 미세먼지 ㅎ,S-LOCATION B-DATE E-DATE O O
내일모레 강북구 미세먼지 말해줘,S-DATE S-LOCATION O O
내일 서울시 동작구 미세먼지 ㅎ,S-DATE B-LOCATION E-LOCATION O O
서울 금천구 미세먼지 알려줄래,B-LOCATION E-LOCATION O O
내일모레 동작구 미세먼지 말해줘,S-DATE S-LOCATION O O
내일 서울시 도봉구 미세먼지 뭔데,S-DATE B-LOCATION E-LOCATION O O
오늘 서울 도봉구 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
모레 도봉구 미세먼지 말해줘,S-DATE S-LOCATION O O
내일모레 서울시 서대분구 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
오늘 서울 서대문구 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
모레 서대문구 미세먼지 뭔데,S-DATE S-LOCATION O O
9월 11일 동대문 미세먼지 뭐야,B-DATE E-DATE S-LOCATION O O
8월 안산 미세먼지 알려주라,S-DATE S-LOCATION O O
11월 17일 군산 미세먼지 알려주세요,B-DATE E-DATE S-LOCATION O O
12월 14일 울산 미세먼지 뭔데,B-DATE E-DATE S-LOCATION O O
일산 1월 19일 미세먼지 뭔데,S-LOCATION B-DATE E-DATE O O
용산 2월 22일 미세먼지 뭔데,S-LOCATION B-DATE E-DATE O O
오늘 서울 금천구 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
내일 서울시 금천구 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
모레 양천구 미세먼지 뭔데,S-DATE S-LOCATION O O
내일 서울 구로구 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
다음 주 전주 미세먼지 심하려나 아하,B-DATE E-DATE S-LOCATION O O O
이번 주 서울 황사 오니 이제,B-DATE E-DATE S-LOCATION O O O
이번 주 대구 미세먼지 심할까 어떤지 알려줘,B-DATE E-DATE S-LOCATION O O O O
그리고 부산 이번 주 미세먼지 맑은지 알려줄래,O S-LOCATION B-DATE E-DATE O O O
광주 그리고 이번 주 황사 오려나,S-LOCATION O B-DATE E-DATE O O
아 울산 이번 주 미세먼지 어때,O S-LOCATION B-DATE E-DATE O O
그러니까 이번 주 인천 미세먼지 황사 오니,O B-DATE E-DATE S-LOCATION O O O
이번 주 아니 전주 미세먼지 어떤지 알려줄래,B-DATE O E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이번 주 속초 미세먼지 맑니,B-DATE E-DATE S-LOCATION O O
이번 주 과천 황사 오니,B-DATE E-DATE S-LOCATION O O
이번 주 군산 미세먼지 어때,B-DATE E-DATE S-LOCATION O O
내일 서울시 구로 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O
모레 서초 미세먼지 그러면 알려줘,S-DATE S-LOCATION O O O
그니까 내일모레 서울시 성북 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
모레 그니까 광진 미세먼지 말해줘,S-DATE O S-LOCATION O O
내일 서울시 노원 미세먼지 말해달라고 좀,S-DATE B-LOCATION E-LOCATION O O O
내일 서울 노원 그니까 미세먼지 말해줘,S-DATE B-LOCATION E-LOCATION O O O
내일 충북 청주 미세먼지 그니까 말해줘,S-DATE B-LOCATION E-LOCATION O O O
모레 청주 미세먼지 알려줘 그니까,S-DATE S-LOCATION O O O
내일 충북 진천 미세먼지 좀 말해줘,S-DATE B-LOCATION E-LOCATION O O O
내일 충청북도 진천 미세먼지 좀 말해줘,S-DATE B-LOCATION E-LOCATION O O O
모레 진천시 미세먼지 좀 알려줘,S-DATE S-LOCATION O O O
내일모레 광진 미세먼지 좀 말해줘,S-DATE S-LOCATION O O O
모레 서울 노원 미세먼지 좀 알려줘,S-DATE B-LOCATION E-LOCATION O O O
모레 서울시 노원 미세먼지 좀 알려줘,S-DATE B-LOCATION E-LOCATION O O O
오늘 광진 미세먼지 알려줄 수 있니 좀,S-DATE S-LOCATION O O O O O
내일모레 서울시 노원 미세먼지 알려줄 수 있겠니 좀,S-DATE B-LOCATION E-LOCATION O O O O O
내일모레 화천 미세먼지 말해줘 좀,S-DATE S-LOCATION O O O
오늘 화천군 미세먼지 알려줘 좀,S-DATE S-LOCATION O O O
내일 강원도 화천군 미세먼지 알려줄래 좀,S-DATE B-LOCATION E-LOCATION O O O
내일모레 홍천 미세먼지 말해줘 좀,S-DATE S-LOCATION O O O
오늘 홍천군 미세먼지 알려줘 좀,S-DATE S-LOCATION O O O
내일 강원 홍천군 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일 강원도 홍천군 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일모레 횡성 가는데 미세먼지 말해줘,S-DATE S-LOCATION O O O
오늘 횡성군 가는데 미세먼지 알려줘,S-DATE S-LOCATION O O O
내일 강원도 횡성군 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일 강원 횡성군 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일모레 원주 가는데 미세먼지 말해줘,S-DATE S-LOCATION O O O
오늘 원주시 가는데 미세먼지 알려줘,S-DATE S-LOCATION O O O
오늘 강원 원주시 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일 강원도 원주시 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일모레 인제 가는데 미세먼지 말해줘,S-DATE S-LOCATION O O O
오늘 인제군 가는데 미세먼지 알려줘,S-DATE S-LOCATION O O O
내일 강원 인제군 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O
내일 강원도 인제군 여행 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O O
내일모레 태백 여행 가는데 미세먼지 말해줘,S-DATE S-LOCATION O O O O
오늘 태백시 여행 가는데 미세먼지 알려줘,S-DATE S-LOCATION O O O O
내일 강원도 태백시 여행 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O O
내일모레 동두천 여행 가는데 공기 말해줘,S-DATE S-LOCATION O O O O
오늘 동해시 여행 가는데 미세먼지 알려줘,S-DATE S-LOCATION O O O O
내일 강원 동해시 여행 가는데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O O
다음 주 전주 여행 가는데 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O O O
이번 주 서울 여행 가는데 황사 오니,B-DATE E-DATE S-LOCATION O O O O
이번 주 대구 여행 가는데 공기 미세먼지 어떤지 알려줘,B-DATE E-DATE S-LOCATION O O O O O O
부산 이번 주 여행 가는데 공기 맑은지 알려줄래,S-LOCATION B-DATE E-DATE O O O O O
광주 이번 주 여행 가는데 황사 오려나,S-LOCATION B-DATE E-DATE O O O O
울산 이번 주 여행 가는데 미세먼지 어때,S-LOCATION B-DATE E-DATE O O O O
이번 주 인천 갈 것 같은데 공기 황사 오니,B-DATE E-DATE S-LOCATION O O O O O O
이번 주 전주 갈 것 같은데 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O O O O
이번 주 강릉 갈 것 같은데 맑아,B-DATE E-DATE S-LOCATION O O O O
이번 주 속초 갈 것 같은데 공기 미세먼지,B-DATE E-DATE S-LOCATION O O O O O
이번 주 과천 갈 것 같은데 황사 오니,B-DATE E-DATE S-LOCATION O O O O O
이번 주 군산 갈 것 같은데 미세먼지 어때,B-DATE E-DATE S-LOCATION O O O O O
내일 강원도 동해시 갈 것 같은데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O O O
내일모레 영월 갈 것 같은데 공기 말해줘,S-DATE S-LOCATION O O O O O
오늘 영월군 갈 것 같은데 미세먼지 알려줘,S-DATE S-LOCATION O O O O O
강원 영월군 갈 것 같은데 미세먼지 알려줄래,B-LOCATION E-LOCATION O O O O O
내일 경기도 서울 갈 것 같은데 미세먼지 알려줄래,S-DATE B-LOCATION E-LOCATION O O O O O
더구나 모레 정성 공기 말해줘,O S-DATE S-LOCATION O O
오늘 더구나 정성군 미세먼지 알려줘,S-DATE O S-LOCATION O O
사실 내일 강원 정선군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
내일 사실 강원도 정선군 미세먼지 알려줄래,S-DATE O B-LOCATION E-LOCATION O O
모레 사실 평창 공기 말해줘,S-DATE O S-LOCATION O O
아울러 오늘 평창군 미세먼지 알려줘,O S-DATE S-LOCATION O O
아울러 내일 강원 평창군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아울러 내일 강원도 평창군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아울러 내일모레 속초 공기 말해줘,O S-DATE S-LOCATION O O
아울러 오늘 속초시 미세먼지 알려줘,O S-DATE S-LOCATION O O
아울러 내일 강원 속초시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아울러 내일 강원 속초 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아울러 내일 강원도 속초시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
결국 내일모레 삼척 공기 말해줘,O S-DATE S-LOCATION O O
결국 오늘 삼척시 미세먼지 알려줘,O S-DATE S-LOCATION O O
결국 내일 강원도 삼척시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
결국 내일모레 고성 먼지 말해줘,O S-DATE S-LOCATION O O
결국 오늘 고성군 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러면 내일 강원도 고성군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아하 모레 강원 고성 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아 내일 강원도 고성군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 내일모레 양평 먼지 말해줘,O S-DATE S-LOCATION O O
그러면 오늘 양구군 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러면 내일 강원도 양구군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 내일 강원 양구 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 모레 양양 먼지 말해줘,O S-DATE S-LOCATION O O
그러면 모레 양양군 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러면 내일 강원도 양양군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 양양군 미세먼지 알려줄래,O S-LOCATION O O
그러면 내일 강원 양양군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 내일모레 횡성 먼지 말해줘,O S-DATE S-LOCATION O O
그러면 오늘 횡성군 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러면 횡성군 미세먼지 알려줄래,O S-LOCATION O O
그러면 내일 강원도 횡성군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 내일 강원 횡성군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 모레 삼철 먼지 말해줘,O S-DATE S-LOCATION O O
한편 삼척시 미세먼지 알려줘,O S-LOCATION O O
한편 오늘 삼척시 미세먼지 알려줘,O S-DATE S-LOCATION O O
한편 내일 강원도 삼척시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
한편 내일 강원 삼척시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
한편 강원 삼척시 미세먼지 알려줄래,O B-LOCATION E-LOCATION O O
한편 모레 제천 먼지 말해줘,O S-DATE S-LOCATION O O
한편 오늘 제천시 미세먼지 알려줘,O S-DATE S-LOCATION O O
말하자면 내일 충청북도 괴산군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
말하자면 충북 괴산 먼지 말해줄래,O B-LOCATION E-LOCATION O O
오늘 말하자면 괴산군 먼지 뭐,S-DATE O S-LOCATION O O
괴산 먼지 말해줘 좀,S-LOCATION O O O
내일 충청북도 보은군 미세먼지 알려줄래 좀,S-DATE B-LOCATION E-LOCATION O O O
충북 보은 먼지 말해줄래 좀,B-LOCATION E-LOCATION O O O
오늘 보은군 먼지 뭐,S-DATE S-LOCATION O O
아 보은 먼지 말해줘,O S-LOCATION O O
아 내일 충청북도 영동군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아 다음 주 전주 미세먼지 심하려나,O B-DATE E-DATE S-LOCATION O O
아 이번 주 서울 황사 오니,O B-DATE E-DATE S-LOCATION O O
아 이번 주 대구 미세먼지 어떨까 어떤지 알려줘,O B-DATE E-DATE S-LOCATION O O O O
아 부산 이번 주 공기 맑은지 알려줄래,O S-LOCATION B-DATE E-DATE O O O
아 광주 이번 주 황사 오려나,O S-LOCATION B-DATE E-DATE O O
아 울산 이번 주 미세먼지 어때,O S-LOCATION B-DATE E-DATE O O
아 이번 주 인천 공기 황사 오니,O B-DATE E-DATE S-LOCATION O O O
아 이번 주 전주 미세먼지 어떤지 알려줄래,O B-DATE E-DATE S-LOCATION O O O
아 이번 주 강릉 맑아,O B-DATE E-DATE S-LOCATION O
아 이번 주 속초 공기 미세먼지,O B-DATE E-DATE S-LOCATION O O
아 이번 주 과천 황사 오니,O B-DATE E-DATE S-LOCATION O O
아 이번 주 군산 미세먼지 어때,O B-DATE E-DATE S-LOCATION O O
아 충북 영동 공기 말해줄래,O B-LOCATION E-LOCATION O O
아 오늘 영동군 공기 뭐야,O S-DATE S-LOCATION O O
아 영동 공기 말해줘,O S-LOCATION O O
아 내일 충청북도 옥천군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 충북 옥천 공기 말해줄래,O B-LOCATION E-LOCATION O O
그러면 오늘 옥천군 공기 뭐야,O S-DATE S-LOCATION O O
그러면 옥천 공기 말해줘,O S-LOCATION O O
그러면 내일 충청북도 음성군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 충북 음성 공기 말해줄래,O B-LOCATION E-LOCATION O O
그러면 오늘 음성군 공기 뭐야,O S-DATE S-LOCATION O O
그러면 음성 공기 말해줘,O S-LOCATION O O
그러면 내일 충청북도 단양군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 충북 단양 공기 말해줄래,O B-LOCATION E-LOCATION O O
그러면 오늘 단양군 공기 뭐야,O S-DATE S-LOCATION O O
그러면 단양 공기 말해줘,O S-LOCATION O O
그러면 내일 충청북도 증평군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그러면 충북 증평 공기 말해줄래,O B-LOCATION E-LOCATION O O
그러면 오늘 증평군 공기 뭐야,O S-DATE S-LOCATION O O
그러면 증평 공기 말해줘,O S-LOCATION O O
그니까 내일 충청남도 태안군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그니까 충남 태안 공기 말해줄래,O B-LOCATION E-LOCATION O O
그니까 오늘 태안군 공기 뭐야,O S-DATE S-LOCATION O O
그니까 태안 공기 말해줘,O S-LOCATION O O
그니까 내일 충청남도 공주시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그니까 충남 공주 공기 말해줄래,O B-LOCATION E-LOCATION O O
그니까 오늘 공주시 공기 뭐야,O S-DATE S-LOCATION O O
그니까 공주 공기 말해줘,O S-LOCATION O O
그니까 내일 충청남도 부여군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그니까 충남 부여 공기 말해줄래,O B-LOCATION E-LOCATION O O
그니까 오늘 부여군 공기 뭐야,O S-DATE S-LOCATION O O
그니까 부여 공기 말해줘,O S-LOCATION O O
그니까 내일 충청남도 금산군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그니까 충남 금산 공기 말해줄래,O B-LOCATION E-LOCATION O O
그니까 오늘 금산군 공기 뭐야,O S-DATE S-LOCATION O O
그니까 금산 공기 말해줘,O S-LOCATION O O
그니까 내일 충청남도 서천군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
그니까 충남 서천 공기 말해줄래,O B-LOCATION E-LOCATION O O
그니까 다음 주 전주 미세먼지 심하려나,O B-DATE E-DATE S-LOCATION O O
그니까 이번 주 서울 황사 오니,O B-DATE E-DATE S-LOCATION O O
그니까 이번 주 대구 공기 미세먼지 어떤지 알려줘,O B-DATE E-DATE S-LOCATION O O O O
그니까 부산 이번 주 공기 맑은지 알려줄래,O S-LOCATION B-DATE E-DATE O O O
그니까 광주 이번 주 황사 오려나,O S-LOCATION B-DATE E-DATE O O
그니까 울산 이번 주 미세먼지 어때,O S-LOCATION B-DATE E-DATE O O
아니 이번 주 인천 공기 황사 오니,O B-DATE E-DATE S-LOCATION O O O
아니 이번 주 전주 미세먼지 어떤지 알려줄래,O B-DATE E-DATE S-LOCATION O O O
아니 이번 주 강릉 맑아,O B-DATE E-DATE S-LOCATION O
아니 이번 주 속초 공기 미세먼지,O B-DATE E-DATE S-LOCATION O O
아니 이번 주 과천 황사 오니,O B-DATE E-DATE S-LOCATION O O
아니 이번 주 군산 미세먼지 어때,O B-DATE E-DATE S-LOCATION O O
아니 오늘 서천군 공기 뭐야,O S-DATE S-LOCATION O O
아니 서천 공기 말해줘,O S-LOCATION O O
아니 내일 군산시 미룡동 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 군산시 미룡동 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 미룡동 공기 뭐야,O S-DATE S-LOCATION O O
아니 미룡동 공기 말해줘,O S-LOCATION O O
아니 내일 군산시 옥서면 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 군산시 옥서면 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 옥서면 공기 뭐야,O S-DATE S-LOCATION O O
아니 옥서면 공기 말해줘,O S-LOCATION O O
아니 내일 군산시 옥구읍 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 군산시 옥구 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 옥구읍 공기 뭐야,O S-DATE S-LOCATION O O
아니 옥구 공기 말해줘,O S-LOCATION O O
아니 내일 충청남도 청양군 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 청양 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 청양군 공기 뭐야,O S-DATE S-LOCATION O O
아니 청양 공기 말해줘,O S-LOCATION O O
아니 내일 충청남도 논산시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 논산 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 논산시 공기 뭐야,O S-DATE S-LOCATION O O
아니 논산 공기 말해줘,O S-LOCATION O O
아니 내일 충청남도 당진시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 당진 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 당진시 공기 뭐야,O S-DATE S-LOCATION O O
아니 당진 공기 말해줘,O S-LOCATION O O
아니 내일 충청남도 보령시 미세먼지 알려줄래,O S-DATE B-LOCATION E-LOCATION O O
아니 충남 보령 공기 말해줄래,O B-LOCATION E-LOCATION O O
아니 오늘 보령시 공기 뭐야,O S-DATE S-LOCATION O O
